12,12,12,12,0,0,15,13,1.166666666666667,1.0,3,3,0,1,0
12,12,12,12,0,0,15,15,1.166666666666667,1.0833333333333333,3,2,0,1,0
12,12,12,12,0,0,15,15,1.25,1.0833333333333333,3,2,0,1,0
12,12,12,12,0,0,12,12,1.25,1.1666666666666667,3,2,0,1,0
12,11,12,11,0,0,14,13,1.416666666666667,1.0,3,2,0,1,0
11,11,11,11,0,0,13,14,1.0909090909090908,1.1818181818181819,3,3,0,1,0
10,11,10,11,0,0,11,14,0.9000000000000004,1.3636363636363635,3,2,0,1,0
10,10,10,10,0,0,13,13,1.0999999999999996,1.0,3,2,0,1,0
10,10,10,10,0,0,11,13,1.0999999999999996,1.2,3,3,0,1,0
10,10,10,10,0,0,13,13,1.2000000000000002,1.2,3,3,0,1,0
10,10,10,10,0,0,12,11,1.2000000000000002,1.4,3,4,0,1,0
10,10,10,10,0,0,12,10,1.2999999999999998,1.4,3,4,0,1,0
10,10,10,10,0,0,11,10,1.2999999999999998,1.5,3,4,0,1,0
10,10,10,10,0,0,12,10,1.5,1.5,3,4,0,1,0
10,10,10,10,0,0,10,5,1.5,1.7,3,4,0,1,0
10,10,10,10,0,0,9,5,1.5999999999999996,1.7,3,4,0,1,0
10,10,10,10,0,0,9,6,1.5999999999999996,1.8,3,3,0,1,0
10,10,10,10,0,0,9,6,1.7000000000000002,1.8,3,3,0,1,0
10,10,10,10,0,0,9,5,1.7000000000000002,1.9,3,4,0,1,0
10,10,10,10,0,0,8,5,1.7999999999999998,1.9,3,4,0,1,0
10,10,10,10,0,0,7,7,1.7999999999999998,2.0,3,3,0,1,0
10,10,10,10,0,0,6,6,2.0,2.0,3,3,0,1,0
10,10,10,10,0,0,8,8,2.0,2.1,3,4,0,1,0
10,10,10,10,0,0,5,6,2.2,2.1,3,4,0,1,0
10,10,10,10,0,0,6,7,2.2,2.2,3,4,0,1,0
10,10,10,10,0,0,9,8,2.3,2.2,3,4,0,1,0
9,10,9,10,0,0,11,12,2.2222222222222223,2.4,3,4,0,1,0
8,10,8,10,0,0,8,9,2.125,2.2,3,4,0,1,0
7,10,7,10,0,0,7,11,1.7142857142857144,2.0,3,5,0,1,0
7,9,7,9,0,0,8,9,2.0,1.6666666666666667,2,5,0,1,0
7,9,7,9,0,0,7,7,2.0,1.7777777777777777,2,5,0,1,0
7,9,7,9,0,0,7,7,2.1428571428571432,1.7777777777777777,2,5,0,1,0
6,9,6,9,0,0,7,8,2.0,2.0,2,4,0,1,0
6,8,6,8,0,0,6,7,1.666666666666667,1.625,2,4,0,1,0
5,8,5,8,0,0,7,11,1.2000000000000002,1.875,2,4,0,1,0
5,8,5,8,0,0,6,11,1.4000000000000004,1.875,3,4,0,1,0
5,8,5,8,0,0,5,10,1.4000000000000004,2.125,3,4,0,1,0
5,8,5,8,0,0,5,12,1.5999999999999996,2.125,3,4,0,1,0
4,8,4,8,0,0,4,12,1.0,2.375,3,3,0,1,0
4,8,4,8,0,0,6,12,1.25,2.375,2,3,0,1,0
4,8,4,8,0,0,6,11,1.25,2.5,2,4,0,1,0
4,8,4,8,0,0,5,11,1.5,2.5,3,4,0,1,0
4,8,4,8,0,0,5,12,1.5,2.625,3,4,0,1,0
4,8,4,8,0,0,4,12,1.75,2.625,4,4,0,1,0
4,8,4,8,0,0,4,12,1.75,2.875,4,4,0,1,0
